,Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade,data,NM_LOCALIDADE,LAT,LONG,ALT
5353,420350 Campo Erê,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-04-01 00:01:00,CAMPO ERÊ,-26.3945511410056,-53.0901551703376,940.953881
5354,420360 Campos Novos,1,1,519.19,493.48,0.0,0.0,25.71,0.0,0,519.19,519.19,5,5.0,0,0.0,2018-04-01 00:01:00,CAMPOS NOVOS,-27.3990529792286,-51.2236729932379,938.56937
5355,420390 Capinzal,3,3,1477.57,1400.44,0.0,0.0,77.13,0.0,0,492.52,492.52,5,1.7,0,0.0,2018-04-01 00:01:00,CAPINZAL,-27.3442784642161,-51.6113627551759,467.164056
5356,420410 Caxambu do Sul,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-04-01 00:01:00,CAXAMBU DO SUL,-27.1612817848638,-52.8804748928922,312.225974
5357,420420 Chapecó,5,5,2956.93,2807.78,0.0,0.0,149.15,0.0,0,591.39,591.39,26,5.2,0,0.0,2018-04-01 00:01:00,CHAPECÓ,-27.1068370215332,-52.6170311134138,667.79203
5358,420430 Concórdia,2,2,1336.98,1267.58,0.0,0.0,69.4,0.0,0,668.49,668.49,6,3.0,0,0.0,2018-04-01 00:01:00,CONCÓRDIA,-27.2336587800539,-52.0239710697483,569.510112
5359,420460 Criciúma,14,14,7996.95,7582.97,0.0,0.0,413.98,0.0,0,571.21,571.21,56,4.0,0,0.0,2018-04-01 00:01:00,CRICIÚMA,-28.6735722526747,-49.3659395588222,52.096609
5360,420480 Curitibanos,4,4,2419.48,2248.84,0.0,0.0,170.64,0.0,0,604.87,604.87,11,2.8,0,0.0,2018-04-01 00:01:00,CURITIBANOS,-27.2829825064663,-50.5826010352621,1004.996443
5361,420500 Dionísio Cerqueira,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-04-01 00:01:00,DIONÍSIO CERQUEIRA,-26.2664885336603,-53.6313951228273,802.810088
5362,420530 Faxinal dos Guedes,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,4,4.0,0,0.0,2018-04-01 00:01:00,FAXINAL DOS GUEDES,-26.8597867213521,-52.2714153987085,999.666974
5363,420540 Florianópolis,35,35,38855.0,35586.07,0.0,0.0,3268.93,0.0,0,1110.14,1110.14,135,3.9,0,0.0,2018-04-01 00:01:00,FLORIANÓPOLIS,-27.58779554855,-48.5476373781933,21.971098
5364,420550 Fraiburgo,2,2,982.38,930.96,0.0,0.0,51.42,0.0,0,491.19,491.19,3,1.5,0,0.0,2018-04-01 00:01:00,FRAIBURGO,-27.0234469627061,-50.9250792352346,1018.837662
5365,420700 Içara,2,2,1007.78,956.36,0.0,0.0,51.42,0.0,0,503.89,503.89,5,2.5,0,0.0,2018-04-01 00:01:00,IÇARA,-28.7070840092046,-49.3008225783231,41.034738
5366,420730 Imbituba,2,2,998.5,939.34,0.0,0.0,59.16,0.0,0,499.25,499.25,8,4.0,1,50.0,2018-04-01 00:01:00,IMBITUBA,-28.2399511140131,-48.6692841969228,22.665378
5367,420850 Ituporanga,3,3,1477.57,1400.44,0.0,0.0,77.13,0.0,0,492.52,492.52,5,1.7,0,0.0,2018-04-01 00:01:00,ITUPORANGA,-27.4148584906675,-49.603414701133,371.684194
5368,420870 Jacinto Machado,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-04-01 00:01:00,JACINTO MACHADO,-29.0014186138235,-49.761768656406,42.96348
5369,420880 Jaguaruna,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-04-01 00:01:00,JAGUARUNA,-28.6249636892195,-49.0491289860852,5.214147
5370,420890 Jaraguá do Sul,6,6,2861.68,2707.29,0.0,0.0,154.39,0.0,0,476.95,476.95,20,3.3,0,0.0,2018-04-01 00:01:00,JARAGUÁ DO SUL,-26.4904843494135,-49.0762988228022,29.509561
5371,420900 Joaçaba,2,2,1336.98,1267.58,0.0,0.0,69.4,0.0,0,668.49,668.49,4,2.0,0,0.0,2018-04-01 00:01:00,JOAÇABA,-27.1739445292328,-51.5066897333377,525.246187
5372,420910 Joinville,32,32,18902.56,17716.45,0.0,0.0,1186.11,0.0,0,590.7,590.7,101,3.2,0,0.0,2018-04-01 00:01:00,JOINVILLE,-26.3045176486541,-48.849409143238,10.296596
5373,420930 Lages,10,10,5836.77,5533.41,0.0,0.0,303.36,0.0,0,583.68,583.68,25,2.5,0,0.0,2018-04-01 00:01:00,LAGES,-27.8172594631137,-50.3302224241895,911.431528
5374,420970 Lebon Régis,3,3,1453.57,1376.44,0.0,0.0,77.13,0.0,0,484.52,484.52,7,2.3,0,0.0,2018-04-01 00:01:00,LEBON RÉGIS,-26.92911401117,-50.6918278644481,987.576812
5375,420985 Lindóia do Sul,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-04-01 00:01:00,LINDÓIA DO SUL,-27.0474644814817,-52.0809226441985,661.117313
5376,421010 Mafra,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-04-01 00:01:00,MAFRA,-26.1152284942537,-49.8010375282692,781.519489
5377,421030 Major Vieira,2,2,966.38,914.96,0.0,0.0,51.42,0.0,0,483.19,483.19,3,1.5,0,0.0,2018-04-01 00:01:00,MAJOR VIEIRA,-26.357526536006,-50.3329868433168,767.831285
5378,421050 Maravilha,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-04-01 00:01:00,MARAVILHA,-9.23399706335314,-37.3566354220481,366.391084
5379,421050 Maravilha,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-04-01 00:01:00,MARAVILHA,-26.7616239472618,-53.174818815895,571.90925
5380,421080 Meleiro,1,1,519.19,493.48,0.0,0.0,25.71,0.0,0,519.19,519.19,5,5.0,0,0.0,2018-04-01 00:01:00,MELEIRO,-28.8324458208608,-49.6298493602249,32.59748
5381,421090 Modelo,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,3,3.0,0,0.0,2018-04-01 00:01:00,MODELO,-26.7780420756962,-53.0535007992379,453.790585
5382,421120 Morro da Fumaça,23,23,11341.97,10711.94,0.0,0.0,630.03,0.0,0,493.13,493.13,90,3.9,0,0.0,2018-04-01 00:01:00,MORRO DA FUMAÇA,-28.6547878430396,-49.2132565084377,21.113601
5383,421160 Nova Veneza,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-04-01 00:01:00,NOVA VENEZA,-28.638232602301,-49.5031235817322,59.251411
5384,421160 Nova Veneza,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-04-01 00:01:00,NOVA VENEZA,-16.3652331930827,-49.3108981042099,786.378614
5385,421170 Orleans,2,2,1006.38,954.96,0.0,0.0,51.42,0.0,0,503.19,503.19,6,3.0,0,0.0,2018-04-01 00:01:00,ORLEANS,-28.3604689662855,-49.2914262911017,124.409933
5386,421200 Palma Sola,3,3,1453.57,1376.44,0.0,0.0,77.13,0.0,0,484.52,484.52,8,2.7,0,0.0,2018-04-01 00:01:00,PALMA SOLA,-26.3465081338035,-53.2799772512092,877.93116
5387,421210 Palmitos,4,4,1972.76,1869.92,0.0,0.0,102.84,0.0,0,493.19,493.19,7,1.8,0,0.0,2018-04-01 00:01:00,PALMITOS,-27.0702505491681,-53.1622672928949,422.408996
5388,421270 Petrolândia,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,4,2.0,0,0.0,2018-04-01 00:01:00,PETROLÂNDIA,-8.97734346438332,-38.2207335453001,325.738182
5389,421270 Petrolândia,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,4,2.0,0,0.0,2018-04-01 00:01:00,PETROLÂNDIA,-27.5281268330003,-49.6948686231007,422.203676
5390,421290 Pinhalzinho,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,2,1.0,0,0.0,2018-04-01 00:01:00,PINHALZINHO,-22.7807960685162,-46.5905773189317,938.503864
5391,421290 Pinhalzinho,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,2,1.0,0,0.0,2018-04-01 00:01:00,PINHALZINHO,-26.8488143342201,-52.9822532451308,549.978946
5392,421340 Ponte Serrada,4,4,1970.12,1867.28,0.0,0.0,102.84,0.0,0,492.53,492.53,8,2.0,0,0.0,2018-04-01 00:01:00,PONTE SERRADA,-26.8749128276431,-52.014537512533,978.10829
5393,421380 Praia Grande,1,1,652.3,626.59,0.0,0.0,25.71,0.0,0,652.3,652.3,3,3.0,0,0.0,2018-04-01 00:01:00,PRAIA GRANDE,-1.30979753196621,-45.4303388333248,3.242264
5394,421380 Praia Grande,1,1,652.3,626.59,0.0,0.0,25.71,0.0,0,652.3,652.3,3,3.0,0,0.0,2018-04-01 00:01:00,PRAIA GRANDE,-24.0030215,-46.4120495836124,8.682126
5395,421380 Praia Grande,1,1,652.3,626.59,0.0,0.0,25.71,0.0,0,652.3,652.3,3,3.0,0,0.0,2018-04-01 00:01:00,PRAIA GRANDE,-29.1957763636175,-49.960591976336,49.739478
5396,421400 Presidente Getúlio,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-04-01 00:01:00,PRESIDENTE GETÚLIO,-27.0414082411233,-49.6220861691379,251.697247
5397,421420 Quilombo,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-04-01 00:01:00,QUILOMBO,-26.7400555498141,-52.7276095700875,431.750692
5398,421450 Rio do Campo,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-04-01 00:01:00,RIO DO CAMPO,-26.9423084311286,-50.1395889130391,588.756406
5399,421480 Rio do Sul,3,3,2319.01,2203.33,0.0,0.0,115.68,0.0,0,773.0,773.0,8,2.7,0,0.0,2018-04-01 00:01:00,RIO DO SUL,-27.2179032254389,-49.6432375290983,350.399261
5400,421580 São Bento do Sul,1,1,534.94,509.23,0.0,0.0,25.71,0.0,0,534.94,534.94,3,3.0,0,0.0,2018-04-01 00:01:00,SÃO BENTO DO SUL,-26.2494854185392,-49.3869788951345,859.923551
5401,421600 São Carlos,2,2,998.38,946.96,0.0,0.0,51.42,0.0,0,499.19,499.19,5,2.5,0,0.0,2018-04-01 00:01:00,SÃO CARLOS,-22.0159985,-47.8892376846916,849.656037
5402,421600 São Carlos,2,2,998.38,946.96,0.0,0.0,51.42,0.0,0,499.19,499.19,5,2.5,0,0.0,2018-04-01 00:01:00,SÃO CARLOS,-27.0786350778961,-53.017394273321,293.198058
5403,421650 São Joaquim,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-04-01 00:01:00,SÃO JOAQUIM,-28.294712499212,-49.9367417605442,1340.717612
5404,421660 São José,1,1,831.04,796.34,0.0,0.0,34.7,0.0,0,831.04,831.04,5,5.0,0,0.0,2018-04-01 00:01:00,SÃO JOSÉ,-6.86456956811656,-49.1388033062038,147.27312
5405,421660 São José,1,1,831.04,796.34,0.0,0.0,34.7,0.0,0,831.04,831.04,5,5.0,0,0.0,2018-04-01 00:01:00,SÃO JOSÉ,-9.64386576016365,-36.6833127410132,272.327706
5406,421660 São José,1,1,831.04,796.34,0.0,0.0,34.7,0.0,0,831.04,831.04,5,5.0,0,0.0,2018-04-01 00:01:00,SÃO JOSÉ,-13.573538823054,-41.5516547665906,802.107335
5407,421660 São José,1,1,831.04,796.34,0.0,0.0,34.7,0.0,0,831.04,831.04,5,5.0,0,0.0,2018-04-01 00:01:00,SÃO JOSÉ,-10.589527106992,-41.2952040966322,837.604975
5408,421660 São José,1,1,831.04,796.34,0.0,0.0,34.7,0.0,0,831.04,831.04,5,5.0,0,0.0,2018-04-01 00:01:00,SÃO JOSÉ,-27.5903120772487,-48.6160227158664,17.170437
5409,421690 São Lourenço do Oeste,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-04-01 00:01:00,SÃO LOURENÇO DO OESTE,-26.3551901645503,-52.8513336669502,885.45081
5410,421710 São Martinho,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-04-01 00:01:00,SÃO MARTINHO,-28.16449528961,-48.9777862480356,37.699944
5411,421710 São Martinho,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-04-01 00:01:00,SÃO MARTINHO,-27.7089288021284,-53.9669227230418,447.765486
5412,421770 Sombrio,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,3,3.0,0,0.0,2018-04-01 00:01:00,SOMBRIO,-29.1091327568261,-49.6342103641341,12.004294
5413,421780 Taió,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,3,3.0,0,0.0,2018-04-01 00:01:00,TAIÓ,-27.1179373002204,-50.0050964642724,346.446522
5414,421810 Timbé do Sul,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,4,2.0,0,0.0,2018-04-01 00:01:00,TIMBÉ DO SUL,-28.8325174934795,-49.8441177627943,122.884436
5415,421840 Treze de Maio,5,5,2419.95,2291.4,0.0,0.0,128.55,0.0,0,483.99,483.99,9,1.8,0,0.0,2018-04-01 00:01:00,TREZE DE MAIO,-28.558140037514,-49.1448153071747,186.566663
5416,421870 Tubarão,2,2,1699.2,1558.73,0.0,0.0,140.47,0.0,0,849.6,849.6,8,4.0,0,0.0,2018-04-01 00:01:00,TUBARÃO,-28.4800339478501,-49.0052680770245,15.637309
5417,421875 Tunápolis,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-04-01 00:01:00,TUNÁPOLIS,-26.9722235914893,-53.641459736047,420.176826
5418,421880 Turvo,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-04-01 00:01:00,TURVO,-25.0401268031015,-51.5327643273371,1046.691441
5419,421880 Turvo,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-04-01 00:01:00,TURVO,-28.9247492173882,-49.6808657451159,29.409857
5420,421900 Urussanga,1,1,499.25,469.67,0.0,0.0,29.58,0.0,0,499.25,499.25,8,8.0,0,0.0,2018-04-01 00:01:00,URUSSANGA,-28.5199662039211,-49.3191079185647,47.447581
5421,421930 Videira,1,1,1104.21,1010.7,0.0,0.0,93.51,0.0,0,1104.21,1104.21,5,5.0,0,0.0,2018-04-01 00:01:00,VIDEIRA,-27.0061290679698,-51.1517052828326,718.834791
5422,421950 Xanxerê,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-04-01 00:01:00,XANXERÊ,-26.8745844992386,-52.4046671389754,787.900658
5423,430040 Alegrete,2,2,1006.38,954.96,0.0,0.0,51.42,0.0,0,503.19,503.19,6,3.0,0,0.0,2018-04-01 00:01:00,ALEGRETE,-29.7820432091245,-55.7958701453331,94.731203
5424,430050 Alpestre,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-04-01 00:01:00,ALPESTRE,-27.2487687566901,-53.0373660485512,447.887313
5425,430060 Alvorada,8,8,3602.59,3411.0,0.0,0.0,191.59,0.0,0,450.32,450.32,22,2.8,0,0.0,2018-04-01 00:01:00,ALVORADA,-12.4788153208227,-49.12681140673,302.24726
5426,430060 Alvorada,8,8,3602.59,3411.0,0.0,0.0,191.59,0.0,0,450.32,450.32,22,2.8,0,0.0,2018-04-01 00:01:00,ALVORADA,-26.8494592971474,-48.751300472031,12.574284
5427,430060 Alvorada,8,8,3602.59,3411.0,0.0,0.0,191.59,0.0,0,450.32,450.32,22,2.8,0,0.0,2018-04-01 00:01:00,ALVORADA,-29.9974930647423,-51.0777294542001,13.440668
5428,430080 Antônio Prado,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,4,4.0,0,0.0,2018-04-01 00:01:00,ANTÔNIO PRADO,-28.8554376246298,-51.2835769243409,640.436272
5429,430120 Arroio do Tigre,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,3,3.0,0,0.0,2018-04-01 00:01:00,ARROIO DO TIGRE,-29.3358596133036,-53.0863955671765,349.517889
5430,430130 Arroio Grande,7,7,3538.33,3358.36,0.0,0.0,179.97,0.0,0,505.48,505.48,23,3.3,0,0.0,2018-04-01 00:01:00,ARROIO GRANDE,-32.2363441256672,-53.0822483482181,29.418487
5431,430160 Bagé,5,5,2475.95,2347.4,0.0,0.0,128.55,0.0,0,495.19,495.19,10,2.0,0,0.0,2018-04-01 00:01:00,BAGÉ,-31.3305018415475,-54.10708328517,209.095691
5432,430220 Boa Vista do Buricá,2,2,990.38,938.96,0.0,0.0,51.42,0.0,0,495.19,495.19,4,2.0,0,0.0,2018-04-01 00:01:00,BOA VISTA DO BURICÁ,-27.6715669967826,-54.1094812552698,283.023797
5433,430300 Cachoeira do Sul,4,4,3531.37,3225.13,0.0,0.0,306.24,0.0,0,882.84,882.84,9,2.3,1,25.0,2018-04-01 00:01:00,CACHOEIRA DO SUL,-30.0458199797274,-52.893412558482,74.065799
5434,430310 Cachoeirinha,3,3,1739.11,1646.5,0.0,0.0,92.61,0.0,0,579.7,579.7,18,6.0,0,0.0,2018-04-01 00:01:00,CACHOEIRINHA,-6.11324164650466,-47.914197778559,200.41262
5435,430310 Cachoeirinha,3,3,1739.11,1646.5,0.0,0.0,92.61,0.0,0,579.7,579.7,18,6.0,0,0.0,2018-04-01 00:01:00,CACHOEIRINHA,-8.48683107303865,-36.2359914117891,536.16776
5436,430310 Cachoeirinha,3,3,1739.11,1646.5,0.0,0.0,92.61,0.0,0,579.7,579.7,18,6.0,0,0.0,2018-04-01 00:01:00,CACHOEIRINHA,-20.1641061400453,-44.6118015991036,934.556579
5437,430310 Cachoeirinha,3,3,1739.11,1646.5,0.0,0.0,92.61,0.0,0,579.7,579.7,18,6.0,0,0.0,2018-04-01 00:01:00,CACHOEIRINHA,-29.9506294443447,-51.0936769542628,14.15533
5438,430330 Caibaté,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,5,2.5,0,0.0,2018-04-01 00:01:00,CAIBATÉ,-28.2910748191668,-54.6378867042087,289.088609
5439,430390 Campo Bom,2,2,1592.98,1541.56,0.0,0.0,51.42,0.0,0,796.49,796.49,19,9.5,1,50.0,2018-04-01 00:01:00,CAMPO BOM,-29.6756850971228,-51.0588699242785,21.936673
5440,430420 Candelária,3,3,1552.18,1471.18,0.0,0.0,81.0,0.0,0,517.39,517.39,15,5.0,0,0.0,2018-04-01 00:01:00,CANDELÁRIA,-29.6712854159647,-52.7896684388192,54.037231
5441,430450 Canguçu,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-04-01 00:01:00,CANGUÇU,-31.3938595243163,-52.6762858320724,405.975283
5442,430460 Canoas,4,4,2069.66,1966.82,0.0,0.0,102.84,0.0,0,517.41,517.41,8,2.0,0,0.0,2018-04-01 00:01:00,CANOAS,-9.44525138208584,-35.7996971436618,131.604421
5443,430460 Canoas,4,4,2069.66,1966.82,0.0,0.0,102.84,0.0,0,517.41,517.41,8,2.0,0,0.0,2018-04-01 00:01:00,CANOAS,-29.9186967064906,-51.1810297806876,19.399099
5444,430470 Carazinho,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-04-01 00:01:00,CARAZINHO,-28.2865105908949,-52.7918973881038,588.813874
5445,430510 Caxias do Sul,24,24,12898.02,12145.38,0.0,0.0,752.64,0.0,0,537.42,537.42,51,2.1,1,4.17,2018-04-01 00:01:00,CAXIAS DO SUL,-29.1668990110621,-51.178860205883,782.366928
5446,430520 Cerro Largo,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-04-01 00:01:00,CERRO LARGO,-28.1478408769518,-54.7399972398551,195.272762
5447,430540 Chiapetta,2,2,998.38,946.96,0.0,0.0,51.42,0.0,0,499.19,499.19,7,3.5,0,0.0,2018-04-01 00:01:00,CHIAPETTA,-27.9173647540078,-53.9457497023822,471.750345
5448,430580 Constantina,3,3,1652.57,1575.44,0.0,0.0,77.13,0.0,0,550.86,550.86,11,3.7,0,0.0,2018-04-01 00:01:00,CONSTANTINA,-27.730411086445,-52.9877388321137,456.012283
5449,430590 Coronel Bicaco,2,2,998.38,946.96,0.0,0.0,51.42,0.0,0,499.19,499.19,5,2.5,0,0.0,2018-04-01 00:01:00,CORONEL BICACO,-27.7178730196391,-53.7091281065014,452.745002
5450,430600 Crissiumal,4,4,1988.76,1885.92,0.0,0.0,102.84,0.0,0,497.19,497.19,11,2.8,0,0.0,2018-04-01 00:01:00,CRISSIUMAL,-27.4980122693927,-54.1000349061653,383.277081
5451,430630 David Canabarro,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,4,4.0,0,0.0,2018-04-01 00:01:00,DAVID CANABARRO,-28.3846115340599,-51.852249056523,672.312965
5452,430640 Dois Irmãos,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-04-01 00:01:00,DOIS IRMÃOS,-29.5841587789047,-51.0876193130209,171.433489
5453,430680 Encantado,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-04-01 00:01:00,ENCANTADO,-29.2399172072227,-51.8730231343648,65.87837
5454,430690 Encruzilhada do Sul,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,2,1.0,0,0.0,2018-04-01 00:01:00,ENCRUZILHADA DO SUL,-30.5436573247692,-52.5220453898558,431.610629
5455,430700 Erechim,2,2,1062.54,1011.12,0.0,0.0,51.42,0.0,0,531.27,531.27,7,3.5,0,0.0,2018-04-01 00:01:00,ERECHIM,-27.633405810801,-52.2758768978871,797.448044
5456,430770 Esteio,5,5,4015.41,3828.81,0.0,0.0,186.6,0.0,0,803.08,803.08,37,7.4,1,20.0,2018-04-01 00:01:00,ESTEIO,-29.8521862954581,-51.143837339432,27.808668
5457,430780 Estrela,3,3,8334.3,7513.86,0.0,0.0,820.44,0.0,0,2778.1,2778.1,44,14.7,0,0.0,2018-04-01 00:01:00,ESTRELA,-29.5034718768222,-51.9702602941755,24.436677
5458,430790 Farroupilha,4,4,2081.21,1978.37,0.0,0.0,102.84,0.0,0,520.3,520.3,15,3.8,0,0.0,2018-04-01 00:01:00,FARROUPILHA,-29.2236791868351,-51.3483495737698,767.973469
5459,430830 Fontoura Xavier,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-04-01 00:01:00,FONTOURA XAVIER,-28.9821677891754,-52.3449531837753,764.786849
5460,430850 Frederico Westphalen,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-04-01 00:01:00,FREDERICO WESTPHALEN,-27.358882412381,-53.4007767388514,544.36496
5461,430870 Gaurama,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-04-01 00:01:00,GAURAMA,-27.5838577562615,-52.1001384605265,726.405549
5462,430900 Giruá,4,4,2015.44,1912.6,0.0,0.0,102.84,0.0,0,503.86,503.86,10,2.5,0,0.0,2018-04-01 00:01:00,GIRUÁ,-28.0297443728968,-54.3508400776839,431.60027
5463,430920 Gravataí,4,4,2185.91,2083.07,0.0,0.0,102.84,0.0,0,546.48,546.48,18,4.5,0,0.0,2018-04-01 00:01:00,GRAVATAÍ,-29.9455189133363,-50.9907929747741,20.652168
5464,430950 Guarani das Missões,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-04-01 00:01:00,GUARANI DAS MISSÕES,-28.1417792573454,-54.5605559296609,269.026012
5465,430970 Humaitá,2,2,1006.38,954.96,0.0,0.0,51.42,0.0,0,503.19,503.19,6,3.0,0,0.0,2018-04-01 00:01:00,HUMAITÁ,-7.51222495061139,-63.0266980219283,55.017452
5466,430970 Humaitá,2,2,1006.38,954.96,0.0,0.0,51.42,0.0,0,503.19,503.19,6,3.0,0,0.0,2018-04-01 00:01:00,HUMAITÁ,-27.5614898161207,-53.9765055737001,447.369918
5467,431000 Ibirubá,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-04-01 00:01:00,IBIRUBÁ,-28.627607782438,-53.0883540195233,401.930138
5468,431010 Igrejinha,2,2,1079.07,1027.65,0.0,0.0,51.42,0.0,0,539.54,539.54,11,5.5,0,0.0,2018-04-01 00:01:00,IGREJINHA,-29.5722204557553,-50.7987107333217,38.579935
5469,431050 Iraí,6,6,2955.14,2800.88,0.0,0.0,154.26,0.0,0,492.52,492.52,16,2.7,0,0.0,2018-04-01 00:01:00,IRAÍ,-27.1922819750184,-53.2642960185149,229.495684
5470,431060 Itaqui,6,6,2963.14,2808.88,0.0,0.0,154.26,0.0,0,493.86,493.86,11,1.8,0,0.0,2018-04-01 00:01:00,ITAQUI,-29.1286368990609,-56.5571334970304,62.084645
5471,431075 Ivorá,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-04-01 00:01:00,IVORÁ,-29.5195344843337,-53.5808856194398,168.908176
5472,431110 Jaguari,2,2,998.38,946.96,0.0,0.0,51.42,0.0,0,499.19,499.19,5,2.5,0,0.0,2018-04-01 00:01:00,JAGUARI,-29.4973467312154,-54.6938466713292,115.822362
5473,431120 Júlio de Castilhos,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-04-01 00:01:00,JÚLIO DE CASTILHOS,-29.2264491192748,-53.683099614611,528.455771
5474,431130 Lagoa Vermelha,1,1,819.89,774.83,0.0,0.0,45.06,0.0,0,819.89,819.89,11,11.0,0,0.0,2018-04-01 00:01:00,LAGOA VERMELHA,-28.2088702462124,-51.5272285291447,805.862284
5475,431180 Marau,8,8,3833.52,3627.84,0.0,0.0,205.68,0.0,0,479.19,479.19,23,2.9,0,0.0,2018-04-01 00:01:00,MARAU,-28.4484539272764,-52.1967769340001,544.629273
5476,431270 Nonoai,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-04-01 00:01:00,NONOAI,-27.3546645324847,-52.7761885672359,559.968037
5477,431330 Nova Prata,2,2,1006.38,954.96,0.0,0.0,51.42,0.0,0,503.19,503.19,8,4.0,0,0.0,2018-04-01 00:01:00,NOVA PRATA,-28.7839447131902,-51.6089956920177,656.263826
5478,431340 Novo Hamburgo,15,15,7865.59,7479.94,0.0,0.0,385.65,0.0,0,524.37,524.37,39,2.6,0,0.0,2018-04-01 00:01:00,NOVO HAMBURGO,-29.6863260251772,-51.1286052776319,34.990645
